sep=;
gen;evals;Obj1_Min;Obj1_Max;Obj1_Avg;Obj1_Std
0;100;0.00275423412692;0.00377180618595;0.0035288452008;0.000185729612301
10;40;0.00376524993802;0.00384329394884;0.00382640651;7.09709121056e-06
20;42;0.00382268757432;0.00387036296808;0.00386088418826;4.35800056881e-06
30;44;0.00383449941806;0.00389802174488;0.0038876130667;9.84058417789e-06
40;31;0.00383153601527;0.00392947205844;0.00391667947969;1.47069965972e-05
50;42;0.00385846126163;0.0039519534796;0.00394259891298;1.68701594615e-05
60;49;0.00391093667723;0.00397483182573;0.00396139053696;1.13280401957e-05
70;39;0.00387980721921;0.00400147982619;0.00398855840581;1.45936094528e-05
80;44;0.00388288617016;0.00403902702124;0.00401981735327;2.53867252888e-05
90;53;0.00391725459657;0.00408123945555;0.0040577487829;2.9364512776e-05
100;40;0.0039363970217;0.00411746421123;0.00409425692223;3.390853375e-05
110;45;0.00397887209755;0.00417752230619;0.00414874720064;2.70186046929e-05
120;38;0.00400571709846;0.00421250302811;0.00419876580991;3.94209012001e-05
130;44;0.00411891291941;0.00428523489872;0.00427494361775;2.48609696637e-05
140;46;0.00409331664744;0.00432306952195;0.00430178941671;3.69007083671e-05
150;48;0.00411154982235;0.0043488670322;0.00433945763631;3.0481783034e-05
160;40;0.00416395430445;0.00438846072519;0.00436289045454;4.24771594354e-05
170;35;0.0042669500156;0.00442459579443;0.00441537268758;2.12189890235e-05
180;35;0.00411891291941;0.00444300772332;0.00442427342849;5.49092334328e-05
190;40;0.00413003353171;0.00448530595855;0.00446379464304;5.46296226257e-05
200;47;0.00421053618695;0.00454863658743;0.00450216468345;5.90158906952e-05
210;43;0.00419874146532;0.00463047039135;0.00455961172721;8.1203653968e-05
220;46;0.00420266180691;0.00467311340927;0.00462784707669;0.000100015246012
230;41;0.00428349769467;0.00477363023938;0.00472907430846;8.00477384402e-05
240;38;0.0042751993655;0.00480863601586;0.00477821796464;8.04993463335e-05
250;52;0.0044464957413;0.00488107230192;0.00484744687124;8.64834323179e-05
260;55;0.0044511685798;0.00491225628096;0.00488400218777;8.59964791166e-05
270;41;0.004338665246;0.00501630449571;0.00494153581838;0.000115629456681
280;39;0.0045935849825;0.00505023079804;0.00502218300292;7.54972252078e-05
290;42;0.00445585648467;0.00511311233481;0.00506129778868;0.000140351527864
300;47;0.0044605595377;0.00521588529531;0.0051785343647;8.95605567958e-05
310;38;0.00455290924732;0.00526191336505;0.00523402280791;0.000114425853369
320;57;0.00469483568075;0.00534963740627;0.00529941125544;0.0001116324667
330;33;0.00476242282198;0.0053910240262;0.00536192107458;9.41648704819e-05
340;36;0.0045833117571;0.00548564817228;0.00542147842506;0.000164253436358
350;37;0.00490076606054;0.00554858781122;0.00551381470304;0.000104101907653
360;44;0.00485125849447;0.00559492768315;0.0055516773664;0.000136794332996
370;36;0.00486964352357;0.00570121051302;0.00566632043668;0.000103149110104
380;40;0.00482707304334;0.00575161730743;0.005704550093;0.00016473368873
390;40;0.00479147826985;0.00582454623074;0.00572378465313;0.000226859932855
400;39;0.00488824397379;0.00590039574466;0.00583841597928;0.000121090153031
